"game_date","Home Team","Away Team","Period","Clock","Home Team Skaters","Away Team Skaters","Home Team Goals","Away Team Goals","Team","Player","Event","X Coordinate","Y Coordinate","Detail 1","Detail 2","Detail 3","Detail 4","Player 2","X Coordinate 2","Y Coordinate 2"
"2020-03-01","Erie Otters","London Knights","3","17:07","5","5","2","5","London Knights","Max McCue","Puck Recovery","7","68",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","17:01","5","5","2","5","London Knights","Max McCue","Play","30","72","Direct",,,,"Markus Phillips","50","36"
"2020-03-01","Erie Otters","London Knights","3","16:59","5","5","2","5","London Knights","Markus Phillips","Incomplete Play","68","31","Direct",,,,"Connor McMichael","108","83"
"2020-03-01","Erie Otters","London Knights","3","16:56","5","5","2","5","Erie Otters","Chad Yetman","Faceoff Win","100","42","Backhand",,,,"Maxim Golod",,
"2020-03-01","Erie Otters","London Knights","3","16:55","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","99","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:54","5","5","2","5","Erie Otters","Maxim Golod","Dump In/Out","99","45","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:54","5","5","2","5","London Knights","Alec Regula","Zone Entry","99","45","Dumped",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","3","16:53","5","5","2","5","London Knights","Alec Regula","Puck Recovery","71","21",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:52","5","5","2","5","London Knights","Alec Regula","Play","55","20","Direct",,,,"Ryan Merkley","53","62"
"2020-03-01","Erie Otters","London Knights","3","16:50","5","5","2","5","London Knights","Ryan Merkley","Play","44","66","Direct",,,,"Alec Regula","25","21"
"2020-03-01","Erie Otters","London Knights","3","16:47","5","5","2","5","London Knights","Alec Regula","Play","41","7","Direct",,,,"Jason Willms","104","82"
"2020-03-01","Erie Otters","London Knights","3","16:45","5","5","2","5","London Knights","Jason Willms","Dump In/Out","104","82","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:45","5","5","2","5","Erie Otters","Daniel Murphy","Zone Entry","104","82","Dumped",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","3","16:42","5","5","2","5","Erie Otters","Daniel Murphy","Puck Recovery","11","48",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:41","5","5","2","5","Erie Otters","Daniel Murphy","Play","11","48","Direct",,,,"Jamie Drysdale","3","41"
"2020-03-01","Erie Otters","London Knights","3","16:38","5","5","2","5","Erie Otters","Jamie Drysdale","Play","9","18","Direct",,,,"Maxim Golod","51","3"
"2020-03-01","Erie Otters","London Knights","3","16:36","5","5","2","5","Erie Otters","Maxim Golod","Incomplete Play","56","2","Direct",,,,"Chad Yetman","58","42"
"2020-03-01","Erie Otters","London Knights","3","16:32","5","5","2","5","Erie Otters","Kyen Sopa","Puck Recovery","94","7",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:31","5","5","2","5","Erie Otters","Kyen Sopa","Incomplete Play","107","7","Direct",,,,"Maxim Golod","108","24"
"2020-03-01","Erie Otters","London Knights","3","16:31","5","5","2","5","London Knights","Billy Moskal","Takeaway","91","65",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:30","5","5","2","5","London Knights","Billy Moskal","Dump In/Out","91","65","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:29","5","5","2","5","Erie Otters","Jack Duff","Puck Recovery","86","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:28","5","5","2","5","Erie Otters","Jack Duff","Play","90","54","Direct",,,,"Chad Yetman","121","79"
"2020-03-01","Erie Otters","London Knights","3","16:27","5","5","2","5","Erie Otters","Chad Yetman","Dump In/Out","121","79","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:27","5","5","2","5","London Knights","Ryan Merkley","Zone Entry","121","79","Dumped",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","3","16:24","5","5","2","5","London Knights","Ryan Merkley","Puck Recovery","5","21",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:23","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","195","64",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:22","5","5","2","5","Erie Otters","Kyen Sopa","Puck Recovery","195","60",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:22","5","5","2","5","Erie Otters","Kyen Sopa","Play","195","60","Direct",,,,"Chad Yetman","180","34"
"2020-03-01","Erie Otters","London Knights","3","16:20","5","5","2","5","Erie Otters","Chad Yetman","Play","184","23","Direct",,,,"Jack Duff","140","31"
"2020-03-01","Erie Otters","London Knights","3","16:18","5","5","2","5","Erie Otters","Jack Duff","Play","138","24","Direct",,,,"Jamie Drysdale","132","67"
"2020-03-01","Erie Otters","London Knights","3","16:16","5","5","2","5","Erie Otters","Jamie Drysdale","Shot","138","78","Snapshot","Blocked","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","16:14","5","5","2","5","Erie Otters","Jamie Drysdale","Puck Recovery","139","81",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:14","5","5","2","5","Erie Otters","Jamie Drysdale","Play","139","81","Indirect",,,,"Kyen Sopa","197","38"
"2020-03-01","Erie Otters","London Knights","3","16:09","5","5","2","5","Erie Otters","Kyen Sopa","Incomplete Play","174","0","Direct",,,,"Maxim Golod","195","25"
"2020-03-01","Erie Otters","London Knights","3","16:08","5","5","2","5","London Knights","Ryan Merkley","Takeaway","20","71",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:08","5","5","2","5","London Knights","Ryan Merkley","Incomplete Play","20","71","Direct",,,,"Billy Moskal","41","47"
"2020-03-01","Erie Otters","London Knights","3","16:06","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","178","39",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:05","5","5","2","5","Erie Otters","Maxim Golod","Shot","178","45","Snapshot","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","3","16:03","5","5","2","5","London Knights","Billy Moskal","Puck Recovery","24","30",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:02","5","5","2","5","London Knights","Billy Moskal","Dump In/Out","24","30","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:01","5","5","2","5","Erie Otters","Jamie Drysdale","Puck Recovery","155","69",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","16:01","5","5","2","5","Erie Otters","Jamie Drysdale","Shot","155","69","Slapshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","15:58","5","5","2","5","Erie Otters","Jack Duff","Puck Recovery","150","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:58","5","5","2","5","Erie Otters","Jack Duff","Shot","162","2","Snapshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","15:56","5","5","2","5","London Knights","Billy Moskal","Puck Recovery","22","47",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:55","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","164","32",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:54","5","5","2","5","Erie Otters","Maxim Golod","Incomplete Play","147","44","Direct",,,,"Kyen Sopa","167","47"
"2020-03-01","Erie Otters","London Knights","3","15:52","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","180","10",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:51","5","5","2","5","Erie Otters","Maxim Golod","Play","171","9","Direct",,,,"Chad Yetman","185","13"
"2020-03-01","Erie Otters","London Knights","3","15:48","5","5","2","5","Erie Otters","Chad Yetman","Play","139","61","Direct",,,,"Maxim Golod","166","73"
"2020-03-01","Erie Otters","London Knights","3","15:44","5","5","2","5","Erie Otters","Maxim Golod","Play","157","81","Direct",,,,"Jack Duff","128","67"
"2020-03-01","Erie Otters","London Knights","3","15:43","5","5","2","5","Erie Otters","Jack Duff","Incomplete Play","128","67","Indirect",,,,"Maxim Golod","151","81"
"2020-03-01","Erie Otters","London Knights","3","15:40","5","5","2","5","Erie Otters","Jamie Drysdale","Puck Recovery","136","82",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:40","5","5","2","5","Erie Otters","Jamie Drysdale","Incomplete Play","136","82","Indirect",,,,"Kyen Sopa","175","48"
"2020-03-01","Erie Otters","London Knights","3","15:36","5","5","2","5","Erie Otters","Jack Duff","Puck Recovery","158","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:36","5","5","2","5","Erie Otters","Jack Duff","Play","158","3","Direct",,,,"Kyen Sopa","182","36"
"2020-03-01","Erie Otters","London Knights","3","15:36","5","5","2","5","Erie Otters","Kyen Sopa","Shot","182","36","Deflection","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","3","15:34","5","5","2","5","Erie Otters","Chad Yetman","Puck Recovery","198","22",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:33","5","5","2","5","Erie Otters","Chad Yetman","Play","198","22","Direct",,,,"Kyen Sopa","172","20"
"2020-03-01","Erie Otters","London Knights","3","15:32","5","5","2","5","Erie Otters","Kyen Sopa","Play","162","21","Direct",,,,"Maxim Golod","181","42"
"2020-03-01","Erie Otters","London Knights","3","15:32","5","5","2","5","Erie Otters","Maxim Golod","Shot","181","42","Deflection","On Net","f","f",,,
"2020-03-01","Erie Otters","London Knights","3","15:31","5","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","179","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:29","5","5","2","5","Erie Otters","Maxim Golod","Incomplete Play","188","49","Direct",,,,"Kyen Sopa","172","38"
"2020-03-01","Erie Otters","London Knights","3","15:25","5","5","2","5","London Knights","Liam Foudy","Puck Recovery","37","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:25","5","5","2","5","London Knights","Liam Foudy","Play","37","83","Indirect",,,,"Ryan Merkley","89","79"
"2020-03-01","Erie Otters","London Knights","3","15:23","5","5","2","5","Erie Otters","Jamie Drysdale","Puck Recovery","78","26",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:21","5","5","2","5","Erie Otters","Jamie Drysdale","Play","48","23","Direct",,,,"Chad Yetman","123","70"
"2020-03-01","Erie Otters","London Knights","3","15:20","5","5","2","5","London Knights","Matvey Guskov","Zone Entry","124","72","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","3","15:19","5","5","2","5","Erie Otters","Chad Yetman","Incomplete Play","155","81","Direct",,,,"Maxim Golod","156","64"
"2020-03-01","Erie Otters","London Knights","3","15:19","5","5","2","5","London Knights","Matvey Guskov","Puck Recovery","36","30",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:17","5","5","2","5","Erie Otters","Chad Yetman","Puck Recovery","180","63",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:12","5","5","2","5","Erie Otters","Chad Yetman","Play","186","75","Direct",,,,"Maxim Golod","195","61"
"2020-03-01","Erie Otters","London Knights","3","15:08","5","5","2","5","Erie Otters","Maxim Golod","Play","169","9","Direct",,,,"Brendan Sellan","152","29"
"2020-03-01","Erie Otters","London Knights","3","15:08","5","5","2","5","Erie Otters","Brendan Sellan","Shot","152","29","Slapshot","Blocked","t","t",,,
"2020-03-01","Erie Otters","London Knights","3","15:06","5","5","2","5","Erie Otters","Drew Hunter","Puck Recovery","115","10",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","15:03","5","5","2","5","Erie Otters","Drew Hunter","Play","107","25","Direct",,,,"Brendan Sellan","120","30"
"2020-03-01","Erie Otters","London Knights","3","15:02","5","5","2","5","London Knights","Connor McMichael","Faceoff Win","80","65","Backhand",,,,"Matvey Guskov",,
"2020-03-01","Erie Otters","London Knights","3","15:00","5","5","2","5","London Knights","Matvey Guskov","Puck Recovery","70","57",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:59","5","5","2","5","London Knights","Matvey Guskov","Play","70","57","Direct",,,,"Hunter Skinner","52","64"
"2020-03-01","Erie Otters","London Knights","3","14:57","5","5","2","5","London Knights","Hunter Skinner","Incomplete Play","67","80","Indirect",,,,"Connor McMichael","111","60"
"2020-03-01","Erie Otters","London Knights","3","14:52","5","5","2","5","Erie Otters","Brendan Hoffmann","Faceoff Win","31","20","Backhand",,,,"Cameron Morton",,
"2020-03-01","Erie Otters","London Knights","3","14:51","5","5","2","5","Erie Otters","Cameron Morton","Puck Recovery","27","12",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:50","5","5","2","5","Erie Otters","Cameron Morton","Play","25","10","Direct",,,,"Drew Hunter","14","28"
"2020-03-01","Erie Otters","London Knights","3","14:48","5","5","2","5","Erie Otters","Drew Hunter","Play","14","28","Direct",,,,"Brendan Hoffmann","25","9"
"2020-03-01","Erie Otters","London Knights","3","14:47","5","5","2","5","Erie Otters","Brendan Hoffmann","Play","25","9","Direct",,,,"Daniel D'Amato","49","2"
"2020-03-01","Erie Otters","London Knights","3","14:44","5","5","2","5","Erie Otters","Daniel D'Amato","Play","14","8","Indirect",,,,"Drew Hunter","17","74"
"2020-03-01","Erie Otters","London Knights","3","14:42","5","5","2","5","Erie Otters","Drew Hunter","Incomplete Play","17","74","Indirect",,,,"Cameron Morton","8","15"
"2020-03-01","Erie Otters","London Knights","3","14:40","5","5","2","5","London Knights","Matvey Guskov","Puck Recovery","185","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:37","5","5","2","5","London Knights","Matvey Guskov","Play","171","14","Direct",,,,"Johnny Gruden","197","38"
"2020-03-01","Erie Otters","London Knights","3","14:34","5","5","2","5","Erie Otters","Cameron Morton","Takeaway","2","42",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:32","5","5","2","5","London Knights","Connor McMichael","Takeaway","197","49",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:31","5","5","2","5","London Knights","Connor McMichael","Incomplete Play","191","61","Direct",,,,"Kirill Steklov","139","29"
"2020-03-01","Erie Otters","London Knights","3","14:31","5","5","2","5","Erie Otters","Daniel D'Amato","Puck Recovery","19","36",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:24","5","5","2","5","Erie Otters","Daniel D'Amato","Play","64","4","Direct",,,,"Brendan Sellan","97","5"
"2020-03-01","Erie Otters","London Knights","3","14:23","5","5","2","5","Erie Otters","Brendan Sellan","Play","97","5","Indirect",,,,"Brendan Hoffmann","115","81"
"2020-03-01","Erie Otters","London Knights","3","14:21","5","5","2","5","Erie Otters","Brendan Hoffmann","Dump In/Out","115","81","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:21","5","5","2","5","London Knights","Brett Brochu","Zone Entry","115","81","Dumped",,,,"Kirill Steklov",,
"2020-03-01","Erie Otters","London Knights","3","14:19","5","5","2","5","London Knights","Brett Brochu","Puck Recovery","2","45",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:17","5","5","2","5","London Knights","Brett Brochu","Incomplete Play","2","45","Indirect",,,,"Kirill Steklov","24","6"
"2020-03-01","Erie Otters","London Knights","3","14:14","5","5","2","5","Erie Otters","Brendan Hoffmann","Puck Recovery","159","67",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:14","5","5","2","5","Erie Otters","Brendan Hoffmann","Incomplete Play","159","67","Direct",,,,"Brendan Sellan","163","69"
"2020-03-01","Erie Otters","London Knights","3","14:13","5","5","2","5","London Knights","Kirill Steklov","Puck Recovery","31","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:11","5","5","2","5","London Knights","Kirill Steklov","Incomplete Play","44","4","Indirect",,,,"Matvey Guskov","70","4"
"2020-03-01","Erie Otters","London Knights","3","14:08","5","5","2","5","London Knights","Kirill Steklov","Puck Recovery","60","1",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:05","5","5","2","5","Erie Otters","Brendan Sellan","Puck Recovery","131","81",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","14:00","5","5","2","5","Erie Otters","Brendan Sellan","Play","178","63","Direct",,,,"Brendan Hoffmann","157","47"
"2020-03-01","Erie Otters","London Knights","3","14:00","5","5","2","5","Erie Otters","Brendan Hoffmann","Shot","157","47","Snapshot","Blocked","t","t",,,
"2020-03-01","Erie Otters","London Knights","3","13:58","5","5","2","5","London Knights","Kirill Steklov","Puck Recovery","22","20",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:56","5","5","2","5","London Knights","Kirill Steklov","Play","45","7","Direct",,,,"Connor McMichael","80","9"
"2020-03-01","Erie Otters","London Knights","3","13:53","5","5","2","5","London Knights","Connor McMichael","Play","107","24","Direct",,,,"Matvey Guskov","129","11"
"2020-03-01","Erie Otters","London Knights","3","13:53","5","5","2","5","Erie Otters","Brendan Hoffmann","Zone Entry","126","18","Played",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","3","13:50","5","5","2","5","London Knights","Matvey Guskov","Incomplete Play","163","16","Direct",,,,"Connor McMichael","170","52"
"2020-03-01","Erie Otters","London Knights","3","13:50","5","5","2","5","Erie Otters","Brendan Hoffmann","Takeaway","32","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:48","5","5","2","5","Erie Otters","Brendan Hoffmann","Incomplete Play","38","27","Indirect",,,,"Emmett Sproule","96","77"
"2020-03-01","Erie Otters","London Knights","3","13:44","5","5","2","5","London Knights","Benjamin Roger","Puck Recovery","94","6",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:42","5","5","2","5","Erie Otters","Emmett Sproule","Takeaway","120","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:41","5","5","2","5","Erie Otters","Emmett Sproule","Dump In/Out","120","80","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:41","5","5","2","5","London Knights","Gerard Keane","Zone Entry","120","80","Dumped",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","3","13:39","5","5","2","5","London Knights","Gerard Keane","Puck Recovery","50","5",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:39","5","5","2","5","London Knights","Gerard Keane","Play","35","13","Direct",,,,"Benjamin Roger","27","46"
"2020-03-01","Erie Otters","London Knights","3","13:37","5","5","2","5","London Knights","Benjamin Roger","Play","39","70","Direct",,,,"Gerard Keane","25","43"
"2020-03-01","Erie Otters","London Knights","3","13:34","5","5","2","5","London Knights","Gerard Keane","Incomplete Play","46","81","Direct",,,,"Luke Evangelista","95","82"
"2020-03-01","Erie Otters","London Knights","3","13:31","5","5","2","5","Erie Otters","Kurtis Henry","Puck Recovery","79","3",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:29","5","5","2","5","Erie Otters","Kurtis Henry","Play","36","11","Direct",,,,"Jacob Golden","34","73"
"2020-03-01","Erie Otters","London Knights","3","13:26","5","5","2","5","Erie Otters","Jacob Golden","Play","47","79","Direct",,,,"Kurtis Henry","44","38"
"2020-03-01","Erie Otters","London Knights","3","13:24","5","5","2","5","Erie Otters","Kurtis Henry","Play","61","23","Direct",,,,"Emmett Sproule","119","79"
"2020-03-01","Erie Otters","London Knights","3","13:23","5","5","2","5","Erie Otters","Emmett Sproule","Dump In/Out","119","79","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:23","5","5","2","5","London Knights","Gerard Keane","Zone Entry","119","79","Dumped",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","3","13:21","5","5","2","5","London Knights","Gerard Keane","Puck Recovery","5","34",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:21","5","5","2","5","London Knights","Gerard Keane","Play","5","34","Indirect",,,,"Antonio Stranges","54","3"
"2020-03-01","Erie Otters","London Knights","3","13:18","5","5","2","5","London Knights","Antonio Stranges","Play","60","4","Direct",,,,"Luke Evangelista","81","30"
"2020-03-01","Erie Otters","London Knights","3","13:15","5","5","2","5","Erie Otters","Emmett Sproule","Zone Entry","125","10","Carried",,,,"Kurtis Henry",,
"2020-03-01","Erie Otters","London Knights","3","13:14","5","5","2","5","London Knights","Luke Evangelista","Incomplete Play","145","5","Direct",,,,"Antonio Stranges","132","14"
"2020-03-01","Erie Otters","London Knights","3","13:14","5","5","2","5","Erie Otters","Emmett Sproule","Puck Recovery","67","65",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:11","5","5","2","5","Erie Otters","Emmett Sproule","Play","86","20","Direct",,,,"Elias Cohen","89","41"
"2020-03-01","Erie Otters","London Knights","3","13:09","5","5","2","5","Erie Otters","Elias Cohen","Play","95","47","Direct",,,,"Emmett Sproule","120","76"
"2020-03-01","Erie Otters","London Knights","3","13:08","5","5","2","5","London Knights","Gerard Keane","Zone Entry","124","73","Carried",,,,"Gerard Keane",,
"2020-03-01","Erie Otters","London Knights","3","13:04","5","5","2","5","London Knights","Gerard Keane","Puck Recovery","10","11",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","13:04","5","5","2","5","London Knights","Gerard Keane","Play","10","11","Indirect",,,,"Nathan Dunkley","16","80"
"2020-03-01","Erie Otters","London Knights","3","13:00","5","5","2","5","London Knights","Nathan Dunkley","Play","23","80","Indirect",,,,"Antonio Stranges","65","75"
"2020-03-01","Erie Otters","London Knights","3","12:58","5","5","2","5","London Knights","Antonio Stranges","Play","81","73","Direct",,,,"Gerard Keane","92","18"
"2020-03-01","Erie Otters","London Knights","3","12:56","5","5","2","5","London Knights","Gerard Keane","Dump In/Out","105","7","Retained",,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:56","5","5","2","5","Erie Otters","Antonio Stranges","Zone Entry","105","7","Dumped",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","3","12:52","5","5","2","5","London Knights","Antonio Stranges","Puck Recovery","163","83",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:51","5","5","2","5","London Knights","Antonio Stranges","Play","163","83","Indirect",,,,"Nathan Dunkley","194","73"
"2020-03-01","Erie Otters","London Knights","3","12:50","5","5","2","5","London Knights","Nathan Dunkley","Incomplete Play","194","73","Direct",,,,"Luke Evangelista","177","30"
"2020-03-01","Erie Otters","London Knights","3","12:49","5","5","2","5","Erie Otters","Jamie Drysdale","Takeaway","17","35",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:39","5","5","2","5","London Knights","Jamie Drysdale","Zone Entry","125","58","Carried",,,,"Markus Phillips",,
"2020-03-01","Erie Otters","London Knights","3","12:37","5","5","2","5","Erie Otters","Jamie Drysdale","Shot","161","72","Snapshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","12:35","5","5","2","5","London Knights","Benjamin Roger","Puck Recovery","22","36",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:35","5","5","2","5","London Knights","Benjamin Roger","Play","22","36","Direct",,,,"Markus Phillips","10","27"
"2020-03-01","Erie Otters","London Knights","3","12:32","5","5","2","5","London Knights","Markus Phillips","Incomplete Play","20","82","Indirect",,,,"Luke Evangelista","42","85"
"2020-03-01","Erie Otters","London Knights","3","12:30","5","5","2","5","Erie Otters","Kyen Sopa","Puck Recovery","145","5",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:30","5","5","2","5","Erie Otters","Kyen Sopa","Play","145","5","Indirect",,,,"Jack Duff","110","3"
"2020-03-01","Erie Otters","London Knights","3","12:28","5","5","2","5","Erie Otters","Jack Duff","Dump In/Out","110","3","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:26","5","5","2","5","London Knights","Markus Phillips","Puck Recovery","25","15",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:25","5","5","2","5","London Knights","Markus Phillips","Play","17","10","Indirect",,,,"Antonio Stranges","69","4"
"2020-03-01","Erie Otters","London Knights","3","12:24","5","5","2","5","London Knights","Antonio Stranges","Play","61","5","Indirect",,,,"Nathan Dunkley","115","11"
"2020-03-01","Erie Otters","London Knights","3","12:23","5","5","2","5","London Knights","Nathan Dunkley","Dump In/Out","115","11","Lost",,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:23","5","5","2","5","Erie Otters","Jack Duff","Zone Entry","115","11","Dumped",,,,"Jamie Drysdale",,
"2020-03-01","Erie Otters","London Knights","3","12:21","5","5","2","5","Erie Otters","Jack Duff","Puck Recovery","40","80",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:18","5","5","2","5","Erie Otters","Jamie Drysdale","Penalty Taken","67","67","Interference",,,,"Jack Duff",,
"2020-03-01","Erie Otters","London Knights","3","12:18","4","5","2","5","London Knights","Connor McMichael","Faceoff Win","169","21","Backhand",,,,"Johnny Gruden",,
"2020-03-01","Erie Otters","London Knights","3","12:17","4","5","2","5","London Knights","Johnny Gruden","Puck Recovery","178","24",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","12:16","4","5","2","5","London Knights","Johnny Gruden","Play","180","7","Indirect",,,,"Ryan Merkley","134","8"
"2020-03-01","Erie Otters","London Knights","3","12:14","4","5","2","5","London Knights","Ryan Merkley","Play","132","15","Direct",,,,"Liam Foudy","134","41"
"2020-03-01","Erie Otters","London Knights","3","12:12","4","5","2","5","London Knights","Liam Foudy","Play","133","53","Direct",,,,"Connor McMichael","158","83"
"2020-03-01","Erie Otters","London Knights","3","12:11","4","5","2","5","London Knights","Connor McMichael","Play","173","84","Indirect",,,,"Liam Foudy","130","79"
"2020-03-01","Erie Otters","London Knights","3","12:05","4","5","2","5","London Knights","Liam Foudy","Play","129","33","Direct",,,,"Ryan Merkley","141","7"
"2020-03-01","Erie Otters","London Knights","3","12:03","4","5","2","5","London Knights","Ryan Merkley","Play","161","20","Direct",,,,"Connor McMichael","162","73"
"2020-03-01","Erie Otters","London Knights","3","11:59","4","5","2","5","London Knights","Connor McMichael","Shot","171","70","Wristshot","Missed","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","11:57","4","5","2","5","London Knights","Ryan Merkley","Puck Recovery","175","10",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","11:55","4","5","2","5","London Knights","Ryan Merkley","Incomplete Play","171","9","Direct",,,,"Connor McMichael","175","75"
"2020-03-01","Erie Otters","London Knights","3","11:54","4","5","2","5","Erie Otters","Maxim Golod","Puck Recovery","28","41",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","11:49","4","5","2","5","London Knights","Maxim Golod","Zone Entry","125","13","Carried",,,,"Alec Regula",,
"2020-03-01","Erie Otters","London Knights","3","11:48","4","5","2","5","Erie Otters","Maxim Golod","Shot","155","20","Snapshot","On Net","t","f",,,
"2020-03-01","Erie Otters","London Knights","3","11:47","4","5","2","5","London Knights","Alec Regula","Puck Recovery","20","43",,,,,,,
"2020-03-01","Erie Otters","London Knights","3","11:46","4","5","2","5","London Knights","Alec Regula","Play","4","36","Indirect",,,,"Connor McMichael","34","82"
"2020-03-01","Erie Otters","London Knights","3","11:44","4","5","2","5","London Knights","Connor McMichael","Play","34","82","Direct",,,,"Liam Foudy","13","74"
"2020-03-01","Erie Otters","London Knights","3","11:36","4","5","2","5","Erie Otters","Jacob Golden","Zone Entry","124","27","Carried",,,,"Jacob Golden",,
"2020-03-01","Erie Otters","London Knights","3","11:31","4","5","2","5","London Knights","Liam Foudy","Play","199","50","Indirect",,,,"Connor McMichael","130","84"
"2020-03-01","Erie Otters","London Knights","3","11:28","4","5","2","5","London Knights","Connor McMichael","Play","130","84","Direct",,,,"Liam Foudy","149","71"
"2020-03-01","Erie Otters","London Knights","3","11:23","4","5","2","5","London Knights","Liam Foudy","Play","155","38","Direct",,,,"Ryan Merkley","144","21"
"2020-03-01","Erie Otters","London Knights","3","11:18","4","5","2","5","London Knights","Ryan Merkley","Incomplete Play","167","71","Direct",,,,"Johnny Gruden","178","43"
"2020-03-01","Erie Otters","London Knights","3","11:14","4","5","2","5","Erie Otters","Jacob Golden","Puck Recovery","23","37",,,,,,,
